DOI,URL,Access_through_publisher,Year_of_publication,Publisher,DOI-prefix,Publisher_VLOOKUP,,,,,,,,
10.1074/jbc.M114.622308,https://dx.doi.org/10.1074/jbc.M114.622308,free from publisher,2014,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M114.622498,https://dx.doi.org/10.1074/jbc.M114.622498,free from publisher,2014,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M115.638023,https://dx.doi.org/10.1074/jbc.M115.638023,yes,2015,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M115.638445,https://dx.doi.org/10.1074/jbc.M115.638445,yes,2015,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M115.656173,https://dx.doi.org/10.1074/jbc.M115.656173,yes,2015,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M115.662379,https://dx.doi.org/10.1074/jbc.M115.662379,yes,2015,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M115.664367,https://dx.doi.org/10.1074/jbc.M115.664367,yes,2015,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M115.673582,https://dx.doi.org/10.1074/jbc.M115.673582,yes,2015,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M115.675108,https://dx.doi.org/10.1074/jbc.M115.675108,yes,2015,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M115.692103,https://dx.doi.org/10.1074/jbc.M115.692103,yes,2015,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M115.700369,https://dx.doi.org/10.1074/jbc.M115.700369,yes,2015,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M205622200,https://dx.doi.org/10.1074/jbc.M205622200,free from publisher,2002,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M207734200,https://dx.doi.org/10.1074/jbc.M207734200,free from publisher,2002,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M211555200,https://dx.doi.org/10.1074/jbc.M211555200,free from publisher,2002,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M301946200,https://dx.doi.org/10.1074/jbc.M301946200,free from publisher,2003,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M302793200,https://dx.doi.org/10.1074/jbc.M302793200,free from publisher,2003,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M309793200,https://dx.doi.org/10.1074/jbc.M309793200,free from publisher,2003,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M309894200,https://dx.doi.org/10.1074/jbc.M309894200,free from publisher,2003,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M610524200,https://dx.doi.org/10.1074/jbc.M610524200,free from publisher,2006,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M706923200,https://dx.doi.org/10.1074/jbc.M706923200,free from publisher,2007,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M800714200,https://dx.doi.org/10.1074/jbc.M800714200,free from publisher,2008,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.M802863200,https://dx.doi.org/10.1074/jbc.M802863200,free from publisher,2008,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/jbc.R114.583658,https://dx.doi.org/10.1074/jbc.R114.583658,free from publisher,2014,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/mcp.D500009-MCP200,https://dx.doi.org/10.1074/mcp.D500009-MCP200,free from publisher,2005,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/mcp.M113.029686,https://dx.doi.org/10.1074/mcp.M113.029686,free from publisher,2013,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/mcp.M113.032086,https://dx.doi.org/10.1074/mcp.M113.032086,free from publisher,2013,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/mcp.M113.034009,https://dx.doi.org/10.1074/mcp.M113.034009,free from publisher,2013,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/mcp.M114.047068,https://dx.doi.org/10.1074/mcp.M114.047068,yes,2014,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1074/mcp.M400076-MCP200,https://dx.doi.org/10.1074/mcp.M400076-MCP200,free from publisher,2004,American Society for Biochemistry and Molecular Biology,10.1074,American Society for Biochemistry and Molecular Biology,,,,,,,,
10.1075/is.13.3.02van,https://dx.doi.org/10.1075/is.13.3.02van,no,2012,John Benjamins Publishing Company,10.1075,John Benjamins Publishing Company,,,,,,,,
10.1080/00016359850136102,https://dx.doi.org/10.1080/00016359850136102,yes,1998,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00036840903262977,https://dx.doi.org/10.1080/00036840903262977,yes,2011,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00043079.1978.10787615,https://dx.doi.org/10.1080/00043079.1978.10787615,yes,1978,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00071773.2001.11007322,https://dx.doi.org/10.1080/00071773.2001.11007322,no,2001,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00098650209599252,https://dx.doi.org/10.1080/00098650209599252,yes,2002,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00102200600721263,https://dx.doi.org/10.1080/00102200600721263,yes,2006,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00140139.2010.542833,https://dx.doi.org/10.1080/00140139.2010.542833,yes,2010,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00141844.1994.9981499,https://dx.doi.org/10.1080/00141844.1994.9981499,no,1994,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00201747308601682,https://dx.doi.org/10.1080/00201747308601682,no,1973,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00207160.2015.1073721,https://dx.doi.org/10.1080/00207160.2015.1073721,yes,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/0022027032000148298,https://dx.doi.org/10.1080/0022027032000148298,yes,2004,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00224490409552241,https://dx.doi.org/10.1080/00224490409552241,yes,2004,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00224499909552009,https://dx.doi.org/10.1080/00224499909552009,yes,1999,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00268976.2011.554333,https://dx.doi.org/10.1080/00268976.2011.554333,yes,2011,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00268977500100781,https://dx.doi.org/10.1080/00268977500100781,no,1975,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00268978200100411,https://dx.doi.org/10.1080/00268978200100411,no,1982,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00268978300101331,https://dx.doi.org/10.1080/00268978300101331,no,1983,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00268978400101951,https://dx.doi.org/10.1080/00268978400101951,no,1984,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00268978500103141,https://dx.doi.org/10.1080/00268978500103141,no,1985,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00268978900101331,https://dx.doi.org/10.1080/00268978900101331,no,1989,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00268979000100341,https://dx.doi.org/10.1080/00268979000100341,no,1990,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00268979500100271,https://dx.doi.org/10.1080/00268979500100271,no,1995,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00362178385380421,https://dx.doi.org/10.1080/00362178385380421,yes,1983,Oxford University Press,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00365519009089168,https://dx.doi.org/10.1080/00365519009089168,no,1990,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00401706.1990.10484618,https://dx.doi.org/10.1080/00401706.1990.10484618,no,1990,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00455091.2009.10717649,https://dx.doi.org/10.1080/00455091.2009.10717649,no,2009,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00455091.2014.955268,https://dx.doi.org/10.1080/00455091.2014.955268,no,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00461520.2012.722805,https://dx.doi.org/10.1080/00461520.2012.722805,yes,2012,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00472336.2010.507046,https://dx.doi.org/10.1080/00472336.2010.507046,yes,2010,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/00908319308909012,https://dx.doi.org/10.1080/00908319308909012,no,1993,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/009841099157476,https://dx.doi.org/10.1080/009841099157476,yes,1999,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/0140528790010208,https://dx.doi.org/10.1080/0140528790010208,no,1979,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/01418619608243006,https://dx.doi.org/10.1080/01418619608243006,no,1996,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/0144341940140306,https://dx.doi.org/10.1080/0144341940140306,no,1994,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/01496397908068470,https://dx.doi.org/10.1080/01496397908068470,no,1979,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/0158791930140108,https://dx.doi.org/10.1080/0158791930140108,no,1993,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/01614941003720167,https://dx.doi.org/10.1080/01614941003720167,yes,2010,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/01635580902825639,https://dx.doi.org/10.1080/01635580902825639,yes,2009,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/01635581.2016.1134596,https://dx.doi.org/10.1080/01635581.2016.1134596,yes,2016,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/01638539609544973,https://dx.doi.org/10.1080/01638539609544973,no,1996,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/01944360608976721,https://dx.doi.org/10.1080/01944360608976721,yes,2006,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/01944360608976725,https://dx.doi.org/10.1080/01944360608976725,yes,2006,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/02286203.2015.1073889,https://dx.doi.org/10.1080/02286203.2015.1073889,-,-,-,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/02508281.2015.1075724,https://dx.doi.org/10.1080/02508281.2015.1075724,no,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/02614360902769894,https://dx.doi.org/10.1080/02614360902769894,yes,2009,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/02640410410001729991,https://dx.doi.org/10.1080/02640410410001729991,yes,2004,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/02640414.2011.585473,https://dx.doi.org/10.1080/02640414.2011.585473,free from publisher,2011,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/02650533.2011.561304,https://dx.doi.org/10.1080/02650533.2011.561304,yes,2011,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/02665433.2013.774568,https://dx.doi.org/10.1080/02665433.2013.774568,yes,2013,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/02688690310001626868,https://dx.doi.org/10.1080/02688690310001626868,yes,2003,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/02763869.2016.1117300,https://dx.doi.org/10.1080/02763869.2016.1117300,yes,2016,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/028134302317282743,https://dx.doi.org/10.1080/028134302317282743,free from publisher,2002,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/0305498840100109,https://dx.doi.org/10.1080/0305498840100109,no,1984,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/03068370802346783,https://dx.doi.org/10.1080/03068370802346783,yes,2008,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/03630242.2010.530926,https://dx.doi.org/10.1080/03630242.2010.530926,yes,2010,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/03634520903367238,https://dx.doi.org/10.1080/03634520903367238,yes,2010,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/03634523.2010.496867,https://dx.doi.org/10.1080/03634523.2010.496867,yes,2010,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/0735648X.2013.808853,https://dx.doi.org/10.1080/0735648X.2013.808853,yes,2013,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/07408178908966236,https://dx.doi.org/10.1080/07408178908966236,no,1989,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/08039410.2015.1065906,https://dx.doi.org/10.1080/08039410.2015.1065906,yes,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/08039410903558285,https://dx.doi.org/10.1080/08039410903558285,no,2010,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/08111140601035200,https://dx.doi.org/10.1080/08111140601035200,yes,2006,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/08824099309359913,https://dx.doi.org/10.1080/08824099309359913,no,1993,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/08941920.2014.901465,https://dx.doi.org/10.1080/08941920.2014.901465,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/08941920.2015.1062949,https://dx.doi.org/10.1080/08941920.2015.1062949,yes,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/08941920.2015.1086458,https://dx.doi.org/10.1080/08941920.2015.1086458,yes,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/08961530.2011.524575,https://dx.doi.org/10.1080/08961530.2011.524575,yes,2011,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/09064710.2013.783620,https://dx.doi.org/10.1080/09064710.2013.783620,yes,2013,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/09064710.2013.794857,https://dx.doi.org/10.1080/09064710.2013.794857,yes,2013,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/09332480.2001.10542293,https://dx.doi.org/10.1080/09332480.2001.10542293,no,2001,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/09332480.2015.1120133,https://dx.doi.org/10.1080/09332480.2015.1120133,yes,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/09397140.2016.1144292,https://dx.doi.org/10.1080/09397140.2016.1144292,no,2016,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/09515080500462412,https://dx.doi.org/10.1080/09515080500462412,yes,2006,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/09544820903149313,https://dx.doi.org/10.1080/09544820903149313,yes,2009,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/09546559308427196,https://dx.doi.org/10.1080/09546559308427196,no,1993,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/09546559608427332,https://dx.doi.org/10.1080/09546559608427332,no,1996,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/09585190110068331,https://dx.doi.org/10.1080/09585190110068331,yes,2001,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/09589236.2012.661584,https://dx.doi.org/10.1080/09589236.2012.661584,yes,2012,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/09602011.2011.573255,https://dx.doi.org/10.1080/09602011.2011.573255,yes,2011,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/0966369X.2014.958068,https://dx.doi.org/10.1080/0966369X.2014.958068,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/09681229908567281,https://dx.doi.org/10.1080/09681229908567281,yes,1999,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/0969594940010305,https://dx.doi.org/10.1080/0969594940010305,no,1994,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/0969594960030104,https://dx.doi.org/10.1080/0969594960030104,no,1996,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/0969594960030308,https://dx.doi.org/10.1080/0969594960030308,no,1996,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/10253890500070005,https://dx.doi.org/10.1080/10253890500070005,yes,2004,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/10543406.2011.592233,https://dx.doi.org/10.1080/10543406.2011.592233,yes,2011,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/10543406.2013.814377,https://dx.doi.org/10.1080/10543406.2013.814377,yes,2013,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/10548408.2013.750919,https://dx.doi.org/10.1080/10548408.2013.750919,yes,2013,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/10548408.2014.861701,https://dx.doi.org/10.1080/10548408.2014.861701,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/10570319209374416,https://dx.doi.org/10.1080/10570319209374416,no,1992,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/10618569408904486,https://dx.doi.org/10.1080/10618569408904486,no,1994,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/10874200802162808,https://dx.doi.org/10.1080/10874200802162808,no,2008,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/10874201003773880,https://dx.doi.org/10.1080/10874201003773880,no,2010,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/11356405.2015.1092265,https://dx.doi.org/10.1080/11356405.2015.1092265,yes,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13218719.2014.960027,https://dx.doi.org/10.1080/13218719.2014.960027,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13264826.2010.495455,https://dx.doi.org/10.1080/13264826.2010.495455,no,2010,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13501763.2015.1069374,https://dx.doi.org/10.1080/13501763.2015.1069374,free from publisher,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13540600902875332,https://dx.doi.org/10.1080/13540600902875332,yes,2009,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/1354983042000219388,https://dx.doi.org/10.1080/1354983042000219388,yes,2004,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2013.787975,https://dx.doi.org/10.1080/13549839.2013.787975,yes,2013,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2013.788488,https://dx.doi.org/10.1080/13549839.2013.788488,yes,2013,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2013.788492,https://dx.doi.org/10.1080/13549839.2013.788492,yes,2013,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2013.797156,https://dx.doi.org/10.1080/13549839.2013.797156,yes,2013,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2013.797157,https://dx.doi.org/10.1080/13549839.2013.797157,yes,2013,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2013.798635,https://dx.doi.org/10.1080/13549839.2013.798635,yes,2013,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2014.903236,https://dx.doi.org/10.1080/13549839.2014.903236,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2014.907249,https://dx.doi.org/10.1080/13549839.2014.907249,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2014.930425,https://dx.doi.org/10.1080/13549839.2014.930425,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2014.936843,https://dx.doi.org/10.1080/13549839.2014.936843,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2014.943708,https://dx.doi.org/10.1080/13549839.2014.943708,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2014.949643,https://dx.doi.org/10.1080/13549839.2014.949643,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2014.980227,https://dx.doi.org/10.1080/13549839.2014.980227,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2015.1007121,https://dx.doi.org/10.1080/13549839.2015.1007121,yes,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839.2015.1053724,https://dx.doi.org/10.1080/13549839.2015.1053724,yes,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13549839908725579,https://dx.doi.org/10.1080/13549839908725579,yes,1999,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13562517.2011.560379,https://dx.doi.org/10.1080/13562517.2011.560379,yes,2011,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13574800701816896,https://dx.doi.org/10.1080/13574800701816896,yes,2008,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13574800802451155,https://dx.doi.org/10.1080/13574800802451155,yes,2009,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13574809.2012.706362,https://dx.doi.org/10.1080/13574809.2012.706362,yes,2012,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13574809808724418,https://dx.doi.org/10.1080/13574809808724418,yes,1998,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13598139.2013.841092,https://dx.doi.org/10.1080/13598139.2013.841092,yes,2013,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13602004.2015.1052666,https://dx.doi.org/10.1080/13602004.2015.1052666,yes,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/1360786031000101157,https://dx.doi.org/10.1080/1360786031000101157,yes,2003,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/1369183X.1996.9976563,https://dx.doi.org/10.1080/1369183X.1996.9976563,no,1996,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/1369183X.2015.1085800,https://dx.doi.org/10.1080/1369183X.2015.1085800,yes,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/13698575.2015.1006587,https://dx.doi.org/10.1080/13698575.2015.1006587,yes,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/14241277.2010.510993,https://dx.doi.org/10.1080/14241277.2010.510993,yes,2010,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/14480220.2015.1102467,https://dx.doi.org/10.1080/14480220.2015.1102467,no,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/1461668032000129137,https://dx.doi.org/10.1080/1461668032000129137,yes,2003,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/14622200124218,https://dx.doi.org/10.1080/14622200124218,yes,2001,Oxford University Press,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/14675980802568277,https://dx.doi.org/10.1080/14675980802568277,yes,2008,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/14742837.2013.832189,https://dx.doi.org/10.1080/14742837.2013.832189,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/14767050600738396,https://dx.doi.org/10.1080/14767050600738396,yes,2006,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/14786442508634809,https://dx.doi.org/10.1080/14786442508634809,no,1925,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/14888386.2014.930717,https://dx.doi.org/10.1080/14888386.2014.930717,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/15366360701486940,https://dx.doi.org/10.1080/15366360701486940,yes,2007,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/15366360903418089,https://dx.doi.org/10.1080/15366360903418089,yes,2009,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/15384101.2015.1104439,https://dx.doi.org/10.1080/15384101.2015.1104439,no,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
